Code,Element
974,Old_Neg_Desc_Err_Rec1_Sr6_Post
975,Old_Neg_Desc_Err_Rec1_Sr5_Post
976,Old_Neg_Desc_Err_Rec1_Sr4_Post
977,Old_Neg_Desc_Err_Rec1_Sr3_Post
978,Old_Neg_Desc_Err_Rec1_Sr2_Post
979,Old_Neg_Desc_Err_Rec1_Sr1_Post
980,Old_Neg_Desc_Err_Rec1_Err_Post
981,Old_Neg_Desc_Err_Rec6_Post
982,Old_Neg_Desc_Err_Rec5_Post
983,Old_Neg_Desc_Err_Rec4_Post
984,Old_Neg_Desc_Err_Rec3_Post
985,Old_Neg_Desc_Err_Rec2_Sr6_Post
986,Old_Neg_Desc_Err_Rec2_Sr5_Post
987,Old_Neg_Desc_Err_Rec2_Sr4_Post
988,Old_Neg_Desc_Err_Rec2_Sr3_Post
989,Old_Neg_Desc_Err_Rec2_Sr2_Post
990,Old_Neg_Desc_Err_Rec2_Sr1_Post
991,Old_Neg_Desc_Err_Rec2_Err_Post
992,Old_Neg_Desc_Err_Rec1_Sr6_Post
993,Old_Neg_Desc_Err_Rec1_Sr5_Post
994,Old_Neg_Desc_Err_Rec1_Sr4_Post
995,Old_Neg_Desc_Err_Rec1_Sr3_Post
996,Old_Neg_Desc_Err_Rec1_Sr2_Post
997,Old_Neg_Desc_Err_Rec1_Sr1_Post
998,Old_Neg_Desc_Err_Rec1_Err_Post
999,Old_Neg_Emo_Err_Rec6_Post
1000,Old_Neg_Emo_Err_Rec5_Post
1001,Old_Neg_Emo_Err_Rec4_Post
1002,Old_Neg_Emo_Err_Rec3_Post
1003,Old_Neg_Emo_Err_Rec2_Sr6_Post
1004,Old_Neg_Emo_Err_Rec2_Sr5_Post
1005,Old_Neg_Emo_Err_Rec2_Sr4_Post
1006,Old_Neg_Emo_Err_Rec2_Sr3_Post
1007,Old_Neg_Emo_Err_Rec2_Sr2_Post
1008,Old_Neg_Emo_Err_Rec2_Sr1_Post
1009,Old_Neg_Emo_Err_Rec2_Err_Post
1010,Old_Neg_Emo_Err_Rec1_Sr6_Post
1011,Old_Neg_Emo_Err_Rec1_Sr5_Post
1012,Old_Neg_Emo_Err_Rec1_Sr4_Post
1013,Old_Neg_Emo_Err_Rec1_Sr3_Post
1014,Old_Neg_Emo_Err_Rec1_Sr2_Post
1015,Old_Neg_Emo_Err_Rec1_Sr1_Post
1016,Old_Neg_Emo_Err_Rec1_Err_Post
1017,Old_Neg_Emo_Err_Rec6_Post
1018,Old_Neg_Emo_Err_Rec5_Post
1019,Old_Neg_Emo_Err_Rec4_Post
1020,Old_Neg_Emo_Err_Rec3_Post
1021,Old_Neg_Emo_Err_Rec2_Sr6_Post
1022,Old_Neg_Emo_Err_Rec2_Sr5_Post
1023,Old_Neg_Emo_Err_Rec2_Sr4_Post
1024,Old_Neg_Emo_Err_Rec2_Sr3_Post
1025,Old_Neg_Emo_Err_Rec2_Sr2_Post
1026,Old_Neg_Emo_Err_Rec2_Sr1_Post
1027,Old_Neg_Emo_Err_Rec2_Err_Post
1028,Old_Neg_Emo_Err_Rec1_Sr6_Post
1029,Old_Neg_Emo_Err_Rec1_Sr5_Post
1030,Old_Neg_Emo_Err_Rec1_Sr4_Post
1031,Old_Neg_Emo_Err_Rec1_Sr3_Post
1032,Old_Neg_Emo_Err_Rec1_Sr2_Post
1033,Old_Neg_Emo_Err_Rec1_Sr1_Post
1034,Old_Neg_Emo_Err_Rec1_Err_Post
1035,Src_Old_Pos_Desc_Err_Rec2_Sr6_Post
1036,Src_Old_Pos_Desc_Err_Rec2_Sr5_Post
1037,Src_Old_Pos_Desc_Err_Rec2_Sr4_Post
1038,Src_Old_Pos_Desc_Err_Rec2_Sr3_Post
1039,Src_Old_Pos_Desc_Err_Rec2_Sr2_Post
1040,Src_Old_Pos_Desc_Err_Rec2_Sr1_Post
1041,Src_Old_Pos_Desc_Err_Rec2_Err_Post
1042,Src_Old_Pos_Desc_Err_Rec1_Sr6_Post
1043,Src_Old_Pos_Desc_Err_Rec1_Sr5_Post
1044,Src_Old_Pos_Desc_Err_Rec1_Sr4_Post
1045,Src_Old_Pos_Desc_Err_Rec1_Sr3_Post
1046,Src_Old_Pos_Desc_Err_Rec1_Sr2_Post
1047,Src_Old_Pos_Desc_Err_Rec1_Sr1_Post
1048,Src_Old_Pos_Desc_Err_Rec1_Err_Post
1049,Src_Old_Pos_Desc_Err_Rec2_Sr6_Post
1050,Src_Old_Pos_Desc_Err_Rec2_Sr5_Post
1051,Src_Old_Pos_Desc_Err_Rec2_Sr4_Post
1052,Src_Old_Pos_Desc_Err_Rec2_Sr3_Post
1053,Src_Old_Pos_Desc_Err_Rec2_Sr2_Post
1054,Src_Old_Pos_Desc_Err_Rec2_Sr1_Post
1055,Src_Old_Pos_Desc_Err_Rec2_Err_Post
1056,Src_Old_Pos_Desc_Err_Rec1_Sr6_Post
1057,Src_Old_Pos_Desc_Err_Rec1_Sr5_Post
1058,Src_Old_Pos_Desc_Err_Rec1_Sr4_Post
1059,Src_Old_Pos_Desc_Err_Rec1_Sr3_Post
1060,Src_Old_Pos_Desc_Err_Rec1_Sr2_Post
1061,Src_Old_Pos_Desc_Err_Rec1_Sr1_Post
1062,Src_Old_Pos_Desc_Err_Rec1_Err_Post
1063,Src_Old_Pos_Emo_Err_Rec2_Sr6_Post
1064,Src_Old_Pos_Emo_Err_Rec2_Sr5_Post
1065,Src_Old_Pos_Emo_Err_Rec2_Sr4_Post
1066,Src_Old_Pos_Emo_Err_Rec2_Sr3_Post
1067,Src_Old_Pos_Emo_Err_Rec2_Sr2_Post
1068,Src_Old_Pos_Emo_Err_Rec2_Sr1_Post
1069,Src_Old_Pos_Emo_Err_Rec2_Err_Post
1070,Src_Old_Pos_Emo_Err_Rec1_Sr6_Post
1071,Src_Old_Pos_Emo_Err_Rec1_Sr5_Post
1072,Src_Old_Pos_Emo_Err_Rec1_Sr4_Post
1073,Src_Old_Pos_Emo_Err_Rec1_Sr3_Post
1074,Src_Old_Pos_Emo_Err_Rec1_Sr2_Post
1075,Src_Old_Pos_Emo_Err_Rec1_Sr1_Post
1076,Src_Old_Pos_Emo_Err_Rec1_Err_Post
1077,Src_Old_Pos_Emo_Err_Rec2_Sr6_Post
1078,Src_Old_Pos_Emo_Err_Rec2_Sr5_Post
1079,Src_Old_Pos_Emo_Err_Rec2_Sr4_Post
1080,Src_Old_Pos_Emo_Err_Rec2_Sr3_Post
1081,Src_Old_Pos_Emo_Err_Rec2_Sr2_Post
1082,Src_Old_Pos_Emo_Err_Rec2_Sr1_Post
1083,Src_Old_Pos_Emo_Err_Rec2_Err_Post
1084,Src_Old_Pos_Emo_Err_Rec1_Sr6_Post
1085,Src_Old_Pos_Emo_Err_Rec1_Sr5_Post
1086,Src_Old_Pos_Emo_Err_Rec1_Sr4_Post
1087,Src_Old_Pos_Emo_Err_Rec1_Sr3_Post
1088,Src_Old_Pos_Emo_Err_Rec1_Sr2_Post
1089,Src_Old_Pos_Emo_Err_Rec1_Sr1_Post
1090,Src_Old_Pos_Emo_Err_Rec1_Err_Post
1091,Src_Old_Neg_Desc_Err_Rec2_Sr6_Post
1092,Src_Old_Neg_Desc_Err_Rec2_Sr5_Post
1093,Src_Old_Neg_Desc_Err_Rec2_Sr4_Post
1094,Src_Old_Neg_Desc_Err_Rec2_Sr3_Post
1095,Src_Old_Neg_Desc_Err_Rec2_Sr2_Post
1096,Src_Old_Neg_Desc_Err_Rec2_Sr1_Post
1097,Src_Old_Neg_Desc_Err_Rec2_Err_Post
1098,Src_Old_Neg_Desc_Err_Rec1_Sr6_Post
1099,Src_Old_Neg_Desc_Err_Rec1_Sr5_Post
1100,Src_Old_Neg_Desc_Err_Rec1_Sr4_Post
1101,Src_Old_Neg_Desc_Err_Rec1_Sr3_Post
1102,Src_Old_Neg_Desc_Err_Rec1_Sr2_Post
1103,Src_Old_Neg_Desc_Err_Rec1_Sr1_Post
1104,Src_Old_Neg_Desc_Err_Rec1_Err_Post
1105,Src_Old_Neg_Desc_Err_Rec2_Sr6_Post
1106,Src_Old_Neg_Desc_Err_Rec2_Sr5_Post
1107,Src_Old_Neg_Desc_Err_Rec2_Sr4_Post
1108,Src_Old_Neg_Desc_Err_Rec2_Sr3_Post
1109,Src_Old_Neg_Desc_Err_Rec2_Sr2_Post
1110,Src_Old_Neg_Desc_Err_Rec2_Sr1_Post
1111,Src_Old_Neg_Desc_Err_Rec2_Err_Post
1112,Src_Old_Neg_Desc_Err_Rec1_Sr6_Post
1113,Src_Old_Neg_Desc_Err_Rec1_Sr5_Post
1114,Src_Old_Neg_Desc_Err_Rec1_Sr4_Post
1115,Src_Old_Neg_Desc_Err_Rec1_Sr3_Post
1116,Src_Old_Neg_Desc_Err_Rec1_Sr2_Post
1117,Src_Old_Neg_Desc_Err_Rec1_Sr1_Post
1118,Src_Old_Neg_Desc_Err_Rec1_Err_Post
1119,Src_Old_Neg_Emo_Err_Rec2_Sr6_Post
1120,Src_Old_Neg_Emo_Err_Rec2_Sr5_Post
1121,Src_Old_Neg_Emo_Err_Rec2_Sr4_Post
1122,Src_Old_Neg_Emo_Err_Rec2_Sr3_Post
1123,Src_Old_Neg_Emo_Err_Rec2_Sr2_Post
1124,Src_Old_Neg_Emo_Err_Rec2_Sr1_Post
1125,Src_Old_Neg_Emo_Err_Rec2_Err_Post
1126,Src_Old_Neg_Emo_Err_Rec1_Sr6_Post
1127,Src_Old_Neg_Emo_Err_Rec1_Sr5_Post
1128,Src_Old_Neg_Emo_Err_Rec1_Sr4_Post
1129,Src_Old_Neg_Emo_Err_Rec1_Sr3_Post
1130,Src_Old_Neg_Emo_Err_Rec1_Sr2_Post
1131,Src_Old_Neg_Emo_Err_Rec1_Sr1_Post
1132,Src_Old_Neg_Emo_Err_Rec1_Err_Post
1133,Src_Old_Neg_Emo_Err_Rec2_Sr6_Post
1134,Src_Old_Neg_Emo_Err_Rec2_Sr5_Post
1135,Src_Old_Neg_Emo_Err_Rec2_Sr4_Post
1136,Src_Old_Neg_Emo_Err_Rec2_Sr3_Post
1137,Src_Old_Neg_Emo_Err_Rec2_Sr2_Post
1138,Src_Old_Neg_Emo_Err_Rec2_Sr1_Post
1139,Src_Old_Neg_Emo_Err_Rec2_Err_Post
1140,Src_Old_Neg_Emo_Err_Rec1_Sr6_Post
1141,Src_Old_Neg_Emo_Err_Rec1_Sr5_Post
1142,Src_Old_Neg_Emo_Err_Rec1_Sr4_Post
1143,Src_Old_Neg_Emo_Err_Rec1_Sr3_Post
1144,Src_Old_Neg_Emo_Err_Rec1_Sr2_Post
1145,Src_Old_Neg_Emo_Err_Rec1_Sr1_Post
1146,Src_Old_Neg_Emo_Err_Rec1_Err_Post
1147,Resr
1148,Resp
1149,Src_Prompt
1150,Recog_Prompt
1151,Error
